Fiscal Year,Professor Name,Department,Project Name,Project Duration,Project Cost
107,李家維,國立清華大學生命科學系（所）,科普活動：第十二屆「人與自然科普寫作計畫」（主題一）,2018/07/01~2019/09/30,"1,180,000元"
107,李家維,國立清華大學生命科學系（所）,臺越植物資源保育科研中心維運計畫(STIC)(2/3),2018/10/01~2019/09/30,"3,000,000元"
107,李俊興,國立清華大學工程與系統科學系,子計畫二：THz影像雷達之發射機(1/2),2018/05/01~2019/04/30,"1,367,000元"
107,李俊璋,國立清華大學計算與建模科學研究所,電化學模型的邊界層解的分析及應用,2018/08/01~2019/09/30,"507,000元"
107,李翎帆,國立清華大學經濟學系（所）,從影子利率來分析十七世紀歐洲信貸市場,2018/08/01~2019/07/31,"755,000元"
107,李金龍,國立清華大學計算與建模科學研究所,廣義的德拜-修克爾模型對於泊松-費米方程的研究,2018/08/01~2019/07/31,"437,000元"
107,李毓中,國立清華大學歷史研究所,十七世紀至十八世紀西班牙與閩南人所編閩南語辭典研究(II),2018/08/01~2019/07/31,"656,000元"
107,李志浩,國立清華大學工程與系統科學系,鐵銠薄膜鐵磁與反鐵磁相變之研究,2018/08/01~2019/07/31,"940,000元"
107,李姝慧,國立清華大學通識教育中心,中文量詞在語意及語法處理的神經機制在發展上的變化,2018/01/01~2019/12/31,"2,007,000元"
107,李姝慧,國立清華大學通識教育中心,述情障礙者在情緒及語意處理的神經機制:功能性磁振造影研究,2018/08/01~2019/10/31,"862,000元"
107,李雨青,國立清華大學工業工程與工程管理學系（所）,均衡規劃模型探討有限供給競爭--轉運與結盟,2018/08/01~2021/07/31,"2,185,000元"
107,李濬屹,國立清華大學資訊工程學系（所）,應用於高效能機器學習運算之低功率可重組式異質系統,2018/08/01~2019/04/30,"1,619,250元"
107,李濬屹,國立清華大學資訊工程學系（所）,智慧家庭內的智慧物聯網和機器人(主軸三、人工智慧與無人載具)(1/3),2018/01/01~2018/12/31,"1,681,000元"
107,李哲宇,國立清華大學社會學研究所,戲劇如何在社會行動——台灣民眾戲劇的行動軌跡,2018/08/01~2019/07/31,"432,000元"
107,李哲榮,國立清華大學資訊工程學系（所）,以人工智慧服務為主的分散式異質霧計算平台之研究,2018/08/01~2019/07/31,"498,000元"
107,杜正恭,國立清華大學材料科學工程學系（所）,調變鈀銀、與銅等元素以最佳化車用電子封裝之微銲點中微結構、晶粒結構與可靠度(2/3),2018/08/01~2019/07/31,"1,883,000元"
107,林昀嫺,國立清華大學科技法律研究所,心智障礙女性的絕育與終止懷孕,2018/08/01~2020/10/31,"1,114,000元"
107,林崇榮,國立清華大學電子工程研究所,應用於鰭式電晶體製程平台之嵌入式蝕刻孔電阻式記憶體元件、陣列及矽智財開發,2018/08/01~2021/07/31,"3,775,000元"
107,林嘉文,國立清華大學電機工程學系（所）,基於孿生生成對抗網路的人臉偵測、校正及強化,2018/08/01~2019/03/31,"3,020,000元"
107,林世昌,國立清華大學經濟學系（所）,估計從事校務研究的效益兼論我國校務研究發展的挑戰,2018/08/01~2019/07/31,"598,000元"
107,林唯耕,國立清華大學工程與系統科學系,均溫板熱擴散率量測機台之開發,2018/06/01~2019/05/31,"790,000元"
107,林唯耕,國立清華大學工程與系統科學系,核三廠SBO下之自然對流模擬分析,2018/01/01~2018/12/31,"715,000元"
107,林唯耕,國立清華大學工程與系統科學系,熱管理暨節能產學技術聯盟(2/2),2018/02/01~2019/01/31,"2,033,000元"
107,林愷悌,國立清華大學生物科技研究所,新穎轉譯後修飾調節癌症代謝的機制,2018/08/01~2021/09/30,"3,558,000元"
107,林永隆,國立清華大學資訊工程學系（所）,總計畫暨子計畫一：智慧終端系統晶片研發與新創事業計畫(1/2),2018/05/01~2019/04/30,"16,949,000元"
107,林洸銓,國立清華大學工程與系統科學系,預測液化石油氣燃燒生成多環芳烴之化學動力學機理的開發,2018/08/01~2021/12/31,"3,097,000元"
107,林樹均,國立清華大學材料科學工程學系（所）,高熵合金巨觀至原子尺度機械行為與變形機制之研究(2/3),2018/08/01~2019/09/30,"7,000,000元"
107,林則孟,國立清華大學工業工程與工程管理學系（所）,機器學習於無人搬運車系統之派車與路徑規劃應用,2018/08/01~2020/10/31,"1,443,000元"
107,林佑娟,國立清華大學原子科學技術發展中心,以原位口腔癌之動物模式進行低劑量加馬射線增加硼中子捕獲治療淋巴結轉移之療效評估,2018/11/01~2019/10/31,"700,000元"
107,林靜儀,國立清華大學經濟學系（所）,廠商資本結構、槓桿比率與出口參與,2018/08/01~2019/08/31,"1,216,000元"
107,林彥穎,國立清華大學腦科學研究中心,價創計畫：自動化3D組織病理生醫產業應用平台,2018/07/01~2019/06/30,"25,000,000元"
107,林佳儀,國立清華大學華文文學研究所,20世紀中葉曼谷、香港潮劇交流研究：,2018/08/01~2021/07/31,"1,312,000元"
107,林登松,國立清華大學物理學系（所）,以自旋與角解析電子譜技術研究與尋找非磁性自旋電子元件關鍵材料,2018/08/01~2019/07/31,"1,928,000元"
107,林登松,國立清華大學物理學系（所）,物理研究推動中心業務計畫(3/3),2018/11/01~2020/01/31,"9,538,000元"
107,林文蘭,國立清華大學社會學研究所,正義或污名：臺灣教育優惠政策的形構、變遷與爭議,2018/08/01~2019/07/31,"724,000元"
107,林文源,國立清華大學通識教育中心,「連結疾病地景：在地醫療體制位移與轉變」專書寫作計畫,2018/08/01~2021/07/31,"2,698,000元"
107,林文源,國立清華大學通識教育中心,社會學學門規劃研究推動計畫,2018/01/01~2020/12/31,"4,088,000元"
107,林玉俊,國立清華大學分子醫學研究所,超音波遺傳學：建立利用聚焦超音波控制細胞基因表現、神經活性及免疫活性的嶄新系統(1/3),2018/08/01~2019/04/30,"1,530,000元"
107,林福仁,國立清華大學服務科學研究所,服務主導邏輯應用於服務系統創新之研究：以大學社會責任計畫為例,2018/08/01~2020/07/31,"1,171,000元"
107,林宗宏,國立清華大學生物醫學工程研究所,多元物理理論計算輔助開發新型仿生材料暨其高效能壓電與摩擦奈米元件在自供電感測器之整合性研究(1/4),2018/08/01~2019/07/31,"7,900,000元"
107,林宗宏,國立清華大學生物醫學工程研究所,自供電細菌感測器及抗菌敷料的開發(1/3),2018/08/01~2019/07/31,"2,600,000元"
107,林宗宏,國立清華大學生物醫學工程研究所,農藥待克利檢測器之開發,2018/06/01~2019/05/31,"436,000元"
107,林宗宏,國立清華大學語言學研究所,論「都」做為「最大化運符」之性質,2018/08/01~2019/07/31,"548,000元"
107,林宗德,國立清華大學通識教育中心,機器人輔助自閉症治療的可行性探討,2018/08/01~2021/07/31,"1,622,000元"
107,林澤,國立清華大學通訊工程研究所,整合深度學習、大數據分析、聊天機器人與客戶關係管理系統進行以客戶為中心之精準行銷(2/3),2018/06/01~2019/05/31,"6,200,000元"
107,林碧珍,國立清華大學數理教育研究所,師培者協助在職教師發展學生素養的教師專業發展,2018/08/01~2021/10/31,"4,590,000元"
107,林鶴南,國立清華大學材料科學工程學系（所）,成長奈米粒子修飾之氧化鋅奈米柱於大面積可撓性基板並應用於光觸媒分解甲醛,2018/08/01~2019/10/31,"867,000元"
107,林滄浪,國立清華大學工程與系統科學系,利用小角度X光散射研究具抗附著能力之奈米平板微胞之結構及穩定性以及其與聚電質分子作用,2018/08/01~2020/01/31,"1,100,000元"
107,林俊成,國立清華大學化學系（所）,開發合成鞘醣脂和寡肽之方法,2018/08/01~2021/07/31,"11,130,000元"
107,林立元,國立清華大學分子與細胞生物研究所,子計畫三(3/3),2018/09/01~2019/07/31,"800,000元"
107,林旖旎,國立清華大學師資培育中心,有效的學生同儕師徒經驗:台灣大學生的觀點,2018/08/01~2019/07/31,"619,000元"
107,林志明,國立清華大學物理學系（所）,科普活動：苗栗縣全民科學週（主題三）,2018/07/01~2019/06/30,"780,000元"
107,林志明,國立清華大學物理學系（所）,科普活動：高熵合金材料科研成果及產業科技科普化（主題二）,2018/07/01~2019/06/30,"600,000元"
107,林惠芬,國立清華大學外國語文學系（所）,語料庫研究混合性統合分析,2018/08/01~2019/12/31,"561,000元"
107,林凡異,國立清華大學光電工程研究所,子計畫一：高精度抗干擾脈衝式混沌光達系統開發研究(1/2),2018/05/01~2019/07/31,"5,208,000元"
107,林勤富,國立清華大學科技法律研究所,探索人工智慧發展及應用的跨國風險管制框架(1/5),2018/02/01~2019/01/31,"2,594,199元"
107,林士傑,國立清華大學動力機械工程學系,模組化液靜壓滑軌設計分析與測試,2018/08/01~2019/10/31,"779,000元"
107,林華君,國立清華大學資訊工程學系（所）,可切彈性光纖網路中動態多路徑遶徑及流量疏導之研究,2018/08/01~2019/07/31,"983,000元"
107,林哲群,國立清華大學計量財務金融學系,補助國內大專院校購置「Datastream財經資訊」資料庫專案,2018/01/01~2018/11/30,"181,000元"
107,林哲群,國立清華大學計量財務金融學系,補助國內大專院校購置「S&PCapitalIQResearchInsight企業財務分析」資料庫專案,2018/01/01~2018/11/30,"136,000元"
107,林哲群,國立清華大學計量財務金融學系,風險趨避程度對於房地產最適停利準則的影響,2018/08/01~2019/07/31,"705,000元"
107,果尚志,國立清華大學物理學系（所）,可供光學感測和能源元件應用之可調控多功能金屬氮化物電漿,2018/08/01~2021/07/31,"7,500,000元"
107,柯華葳,國立清華大學教育與學習科技學系,閱讀中文:人文行遠書寫計畫,2018/08/01~2020/11/30,"1,617,000元"
107,柳克強,國立清華大學工程與系統科學系,低溫高頻電漿放電動態機制物理之研究,2018/08/01~2019/10/31,"1,680,000元"
107,桑慧敏,國立清華大學工業工程與工程管理學系（所）,半導體廠電力節能之品質與成本最佳化(1/2),2018/11/01~2019/10/31,"632,000元"
107,桑慧敏,國立清華大學工業工程與工程管理學系（所）,模擬法中可實用的最佳樣本平均數的品質指標,2018/08/01~2020/07/31,"1,518,000元"
107,楊尚樺,國立清華大學電子工程研究所,Tbps太赫茲無線移動通訊系統(1/4),2018/02/01~2019/01/31,"4,423,000元"
107,楊尚達,國立清華大學光電工程研究所,桌上型高亮度13.5奈米極紫外雷射及其在同調繞射造影之應用,2018/08/01~2019/12/31,"1,517,000元"
107,楊舜仁,國立清華大學資訊工程學系（所）,Wi-FiDirect多重跳接式網路中介軟體及應用程式介面之設計與實作,2018/08/01~2019/07/31,"804,000元"
107,楊舜仁,國立清華大學資訊工程學系（所）,下一代行動通訊網路具服務品質保證之智能繞送協定優化,2018/08/01~2021/07/31,"1,945,000元"
107,楊佳嫻,國立清華大學中國文學系（所）,「五四事件」的即時再現：以1919-1920年發表的小說為研究對象,2018/08/01~2019/07/31,"458,000元"
107,楊長謀,國立清華大學材料科學工程學系（所）,高分子光電激發與傳遞介觀研究與飛秒時間解析,2018/08/01~2019/07/31,"1,143,000元"
107,楊睿中,國立清華大學經濟學系（所）,基於機器學習方法之部分線性模型之估計,2018/08/01~2019/07/31,"592,000元"
107,楊梵孛,國立清華大學認知與心智科學中心,不同年齡大腦處理象徵性語言的神經通路之擴散造影和功能性造影比較研究,2018/08/01~2019/12/31,"633,000元"
107,楊家銘,國立清華大學化學系（所）,慢性阻塞性肺病氣體快篩辨識系統(1/2),2018/11/01~2019/10/31,"1,200,000元"
107,楊雅棠,國立清華大學電機工程學系（所）,結合半導體奈米粒子以光能驅動自營性微生物工廠之固碳轉化乙二醇及其光生物反應器的開發,2018/08/01~2021/07/31,"3,306,000元"
107,楊立威,國立清華大學生物資訊與結構生物研究所,探究功能性訊息核醣核酸及其解旋中間態對於核醣體構型改變及+1/-1轉譯軌道移轉之影響(2/3),2018/08/01~2019/07/31,"1,260,000元"
107,楊立威,國立清華大學生物資訊與結構生物研究所,結合以第一原理及巨量資料驅動的抗癌及抗菌胜肽設計(1/3),2018/08/01~2019/07/31,"1,200,000元"
107,榮芳杰,國立清華大學環境與文化資源學系,文化資產教育的在地實踐：馬祖列島文化資產場域的課程設計與學習成效評量,2018/08/01~2020/07/31,"1,399,000元"
107,歐陽浩,國立清華大學材料科學工程學系（所）,鐵酸鉍陶瓷中微量摻雜之光伏效應與電子結構研究─製程和顯微結構,2018/08/01~2019/12/31,"1,028,000元"
107,江國興,國立清華大學天文學研究所,探索多信息宇宙-從參與重力波天文台的建設到大型巡天望遠鏡(2/5),2018/08/01~2020/01/31,"8,000,000元"
107,江啟勳,國立清華大學生醫工程與環境科學系,探討巨噬細胞於後天性輻射抗性與侵襲性腦瘤中所扮演的角色,2018/08/01~2021/07/31,"3,270,000元"
107,江安世,國立清華大學腦科學研究中心,腦科學研究中心(1/5),2018/03/01~2019/05/31,"42,000,000元"
107,江金城,國立清華大學數學系（所）,半空間中非截斷的硬位勢波茲曼方程式,2018/08/01~2020/07/31,"1,214,000元"
107,汪上曉,國立清華大學化學工程學系（所）,以廢甘油為基礎製備生物可分解高分子--材料，製程及產品開發(2/3),2018/06/01~2019/05/31,"5,800,000元"
107,沈之涯,國立清華大學資訊工程學系（所）,基於圖論與機器學習之焦慮症探勘、介入與協助治療(1/5),2018/02/01~2019/01/31,"6,710,000元"
