Fiscal Year,Professor Name,Department,Project Name,Project Duration,Project Cost
110,吳夙欽,國立清華大學生物科技研究所,流感病毒神經胺酸酶抗原設計與忌熱型腸毒素A次單元佐劑之黏膜免疫加乘作用(2/3),2021/11/01~2022/10/31,"4,000,000元"
110,吳尚鴻,國立清華大學資訊工程學系（所）,基於深度學習及人工智慧之自動原生廣告與內容生成技術與平台建置(4/4),2021/01/01~2021/12/31,"7,675,000元"
110,吳尚鴻,國立清華大學資訊工程學系（所）,針對深度學習的攻擊與防禦之研究,2021/08/01~2024/07/31,"2,633,000元"
110,吳思曄,國立清華大學數學系（所）,幾何與形變量子化中的複結構,2021/08/01~2024/07/31,"1,748,000元"
110,吳孟奇,國立清華大學電子工程研究所,光達應用之16x16陣列AlInAs/InGaAs平面型雪崩式光檢測器之研製,2021/08/01~2022/07/31,"1,139,000元"
110,吳孟奇,國立清華大學電子工程研究所,應用於功率切換之單石積體化氮化鎵疊接式電晶體之研製(1/3),2021/11/01~2022/10/31,"5,500,000元"
110,吳典霖,國立清華大學化學系（所）,開發新穎立體構型之掌性光學雜環芳香烴於新世代光電元件,2021/10/01~2024/07/31,"8,323,334元"
110,吳文桂,國立清華大學生物資訊與結構生物研究所,毒蛇咬傷急救敷藥開發(II)(先導型)(第1期)(2/2),2021/06/01~2022/05/31,"1,100,000元"
110,吳玉書,國立清華大學電子工程研究所,ExploringvalleyHalleffectinquantumstructures(2/2),2021/08/01~2022/07/31,"640,000元"
110,吳誠文,國立清華大學電機工程學系（所）,基於人類技能移轉之人工智慧晶片發展環境及其於擬人雙手機器人之應用-子計畫三應用於擬人雙手機器人之共生類神經架構運算晶片設計(2/2),2021/05/01~2022/07/31,"1,551,000元"
110,吳財福,國立清華大學電機工程學系（所）,三相三線式併網型高低切頻互補轉換器系統研究,2021/08/01~2024/07/31,"3,848,000元"
110,吳財福,國立清華大學電機工程學系（所）,具備循環測試功能與可因應電網三相電壓不平衡及濾波感值寬變化之併網型轉換器系統研製,2021/08/01~2024/07/31,"2,724,000元"
110,吳財福,國立清華大學電機工程學系（所）,具電網實/虛功補償之電動載具充電樁關鍵轉換器研製(1/3),2021/11/01~2022/10/31,"3,403,000元"
110,吳仁銘,國立清華大學通訊工程研究所,具備隱蔽式無線通訊能力之低延遲上行隨機多重接取,2021/08/01~2022/10/31,"754,000元"
110,吳志明,國立清華大學材料科學工程學系（所）,前瞻高熵壓電觸媒在水資源處理之開發與應用(1/3),2021/08/01~2022/07/31,"4,500,000元"
110,吳建瑋,國立清華大學工業工程與工程管理學系（所）,基於品質良率指標發展製程產出績效評估方法及其應用,2021/08/01~2024/07/31,"2,734,000元"
110,吳建瑋,國立清華大學工業工程與工程管理學系（所）,設計與建構基於良率指標之進階型驗收抽樣計畫:理論與應用,2021/08/01~2024/07/31,"2,407,000元"
110,呂明諺,國立清華大學材料科學工程學系（所）,原子尺度臨場觀測技術於材料熱處理、晶體成長、電化學和催化反應之探討(3/5),2021/02/01~2022/01/31,"2,267,000元"
110,呂世源,國立清華大學化學工程學系（所）,高效穩定價廉電催化分解水單原子觸媒開發,2021/08/01~2024/07/31,"4,926,000元"
110,呂平江,國立清華大學生物資訊與結構生物研究所,Bio-App生物科技產學研聯盟(3/3),2021/02/01~2022/01/31,"2,100,000元"
110,呂平江,國立清華大學生物資訊與結構生物研究所,蛋白質酪胺酸磷酸酶的DPN三環交互作用研究—以揭示其在結構穩定性、功能調節和藥物設計中的關鍵作用,2021/08/01~2022/07/31,"1,620,000元"
110,呂仁碩,國立清華大學電機工程學系（所）,子計畫四：融合數位與類比之仿神經智慧晶片架構(2/2),2021/05/01~2022/07/31,"3,483,000元"
110,呂忠津,國立清華大學電機工程學系（所）,關於通道極化中位元通道的輸出字母集的研究,2021/08/01~2022/07/31,"858,000元"
110,周子勤,國立清華大學分析與環境科學研究所,利用原位/臨場實驗方法所得之關鍵信息設計用於電催化二氧化碳還原之銅基催化劑(2/4),2021/09/01~2022/08/31,"4,300,000元"
110,周佳駿,國立清華大學化學系（所）,移動高斯基底法與其於量子波包動力學之應用(1/3),2021/08/01~2022/07/31,"700,000元"
110,周百祥,國立清華大學資訊工程學系（所）,使用剖面導向元件特徵模型為提示機制之物聯網設計輔助工具,2021/08/01~2024/07/31,"2,528,000元"
110,周麗新,國立清華大學材料科學工程學系（所）,橄欖石結構鋰離子電池磷酸鋰鈷陰極材料開發研究,2021/08/01~2022/10/31,"805,000元"
110,周鶴修,國立清華大學化學工程學系（所）,設計與合成仿皮膚之高分子材料於可伸縮感測元件暨電子皮膚元件整合之應用(4/5),2021/02/01~2022/01/31,"6,778,000元"
110,周雅菁,國立清華大學生命科學暨醫學院,精準蛋白質組學分析子宮內膜異位症患者使用促性腺激素釋放激素促進劑治療及其調控和功能性探討,2021/08/01~2024/07/31,"3,831,000元"
110,周志遠,國立清華大學資訊工程學系（所）,雲運算技術與服務產學聯盟(3/3),2021/02/01~2022/01/31,"2,000,000元"
110,唐文華,國立清華大學學習科學與科技研究所,科普活動：薄膜電晶體液晶顯示器虛擬教學模組開發與大規模推廣(主題四),2021/08/01~2022/07/31,"710,000元"
110,嚴大任,國立清華大學材料科學工程學系（所）,三個革新性的電漿超材料及其元件應用:(1).惠更斯平面超穎透鏡、(2).類黑體超寬頻的完美吸收體、(3).超靈敏紫外光感測器與表面增強共振型拉曼散射器,2021/08/01~2024/07/31,"4,490,000元"
110,嚴大任,國立清華大學材料科學工程學系（所）,半導體製程整合微機電及超材料實現無濾波片微縮型非分散性紅外線氣體感測器(1/4),2021/11/01~2022/05/31,"4,197,000元"
110,堀江正樹,國立清華大學化學工程學系（所）,具刺激響應性動態超分子晶體的發展,2021/08/01~2024/07/31,"4,350,000元"
110,堀江正樹,國立清華大學化學工程學系（所）,具光電活性之共軛高分子的合成與其至光電元件之應用,2021/08/01~2024/07/31,"3,745,000元"
110,大江昌人,國立清華大學光電工程研究所,纖維素光子學新發展：探討將鈰(III/IV)陽離子摻入液晶相之纖維素奈米晶體的可行性,2021/08/01~2023/07/31,"1,111,000元"
110,孔淑萱,國立清華大學特殊教育學系,節律朗讀如何幫助流利性閱讀：瞬時處理聽覺信息的影響,2021/08/01~2024/07/31,"2,384,000元"
110,孔淑萱,國立清華大學特殊教育學系,資料本位進步監控之實踐：以建置國小補救教學學生國語文成效基準為例（二）,2021/08/01~2023/07/31,"555,000元"
110,孫民,國立清華大學電機工程學系（所）,規模化訓練基於深度學習之智慧代理人/機器人(4/4),2021/01/01~2021/12/31,"9,400,000元"
110,孫玉珠,國立清華大學生物資訊與結構生物研究所,磷酸轉運膜蛋白的分子結構、生物物理功能及以結構為基礎的藥物設計之研究(4/5),2021/08/01~2022/09/30,"5,000,000元"
110,孫宏民,國立清華大學資訊工程學系（所）,結合靜態分析與動態分析之AndroidApplication自動化檢測系統,2021/08/01~2024/07/31,"2,452,000元"
110,宋震國,國立清華大學動力機械工程學系,多極式充磁用於製作高解析度與高精度磁性尺之研究,2021/08/01~2022/07/31,"1,714,000元"
110,宋瓊珠,國立清華大學數學系（所）,連續模估計及其應用,2021/08/01~2024/07/31,"5,423,000元"
110,宋信文,國立清華大學化學工程學系（所）,非侵入性經腸道直達腦部口服遞送系統(1/5),2021/08/01~2022/07/31,"12,600,000元"
110,岩間一雄,國立清華大學工業工程與工程管理學系（所）,探討大數據之即時隨機演算法：不確定性及不完整性之研究(1/2),2021/08/01~2022/07/31,"1,164,000元"
110,巫勇賢,國立清華大學工程與系統科學系,以高介電介面層與磊晶矽鍺層提升鐵電記憶體之可靠度與抗輻射性,2021/01/01~2021/12/31,"930,000元"
110,常善媚,國立清華大學清華學院學士班,問題網路使用者與高危險線上遊戲玩家學生的衝動特質、遊戲動機、睡眠型態、注意力與身心健康：長期追蹤調查與注意力偏誤之眼動研究,2021/03/01~2023/07/31,"1,419,000元"
110,廖崇碩,國立清華大學工業工程與工程管理學系（所）,應用AI技術於半導體黃光與測試製程優化：量測與補償(1/2),2021/04/01~2022/09/30,"2,550,000元"
110,廖崇碩,國立清華大學工業工程與工程管理學系（所）,應用於先進製程之大數據智慧分析與決策系統(3/4),2021/01/01~2021/07/31,"787,166元"
110,廖崇碩,國立清華大學工業工程與工程管理學系（所）,運用擴增學習於即時演算法之研究：理論與應用,2021/08/01~2024/07/31,"2,636,000元"
110,廖聰明,國立清華大學電機工程學系（所）,風力同步磁阻發電機為主多功能微電網之開發,2021/08/01~2024/07/31,"3,662,000元"
110,廖肇寧,國立清華大學經濟學系（所）,中國碳交易市場區域整合之經濟分析,2021/08/01~2022/07/31,"408,000元"
110,廖宜寧,國立清華大學科技法律研究所,不真正義務概念在刑法體系上的證立及其與歸責系統之整合,2021/11/01~2022/10/31,"773,000元"
110,廖冠智,國立清華大學學習科學與科技研究所,對話機器人敘事編寫文法之介面設計與使用者經驗研究,2021/08/01~2024/01/31,"1,336,000元"
110,廖家萱,國立清華大學語言學研究所,解讀「誰在對誰做什麼」:語意特徵在語句處理中對論旨關係的影響,2021/09/01~2024/01/31,"2,466,000元"
110,廖軒毅,國立清華大學數學系（所）,微分階化流形上的同倫支柱形式態射,2021/03/01~2023/07/31,"1,875,000元"
110,張堅琦,國立清華大學工業工程與工程管理學系（所）,建構動態及雙重任務下擴增實境之文字辨識與色彩判別資料庫,2021/08/01~2024/07/31,"2,432,000元"
110,張月琴,國立清華大學語言學研究所,阿美語輔音與元音的構音研究,2021/08/01~2023/08/31,"855,000元"
110,張嘉鳳,國立清華大學人文社會學院學士班,科舉、讀書與疾病：以醫籍為討論中心,2021/08/01~2022/07/31,"559,000元"
110,張國浩,國立清華大學工業工程與工程管理學系（所）,建立震災醫療救難之模擬系統以及最佳化決策(總計畫)(I),2021/08/01~2022/11/30,"1,150,000元"
110,張鈞惠,國立清華大學系統神經科學研究所,利用化學遺傳學及光遺傳學研究視丘中線連結核於痕跡恐懼制約的角色(2/3),2021/08/01~2022/07/31,"1,430,000元"
110,張鈞惠,國立清華大學系統神經科學研究所,從系統層級探討痕跡恐懼制約的神經迴路,2021/08/01~2024/10/31,"4,200,000元"
110,張焯然,國立清華大學計量財務金融學系,動態投資組合的風險貢獻來源:沙普利值的觀點,2021/08/01~2022/07/31,"562,000元"
110,張焯然,國立清華大學計量財務金融學系,補助國內大專校院購置「CompustatonS&PCapitalIQ企業財務分析」資料庫專案,2021/01/01~2021/12/31,"231,000元"
110,張婉菁,國立清華大學教育心理與諮商學系,愛令人真實：高成就者之自我疼惜減緩冒牌者症候群對職場幸福感負向影響的潛力,2021/08/01~2022/07/31,"550,000元"
110,張存續,國立清華大學物理學系（所）,波源研發，微波材料處理與特性量測,2021/08/01~2024/07/31,"9,170,000元"
110,張存續,國立清華大學物理學系（所）,自然科學及永續研究圖書服務計畫-物理領域(總計畫及子計畫一)(1/5),2021/01/01~2022/12/31,"34,500,000元"
110,張博堯,國立清華大學物理學系（所）,非平衡態之拓樸性質，量子糾纏，與量子混沌之研究(3/5),2021/03/01~2022/02/28,"4,500,000元"
110,張瑞芬,國立清華大學工業工程與工程管理學系（所）,以沉浸式科技為基之智慧工程諮詢機器人設計與發展,2021/08/01~2024/07/31,"2,537,000元"
110,張瑞芬,國立清華大學工業工程與工程管理學系（所）,實現變壓器大量客製化先進製造之智慧供應鏈管理關鍵模組,2021/11/01~2022/12/31,"666,000元"
110,張祥光,國立清華大學天文學研究所,立方衛星上的小型康普頓偏振儀,2021/08/01~2022/07/31,"1,174,000元"
110,張敬民,國立清華大學物理學系（所）,超越標準模型的物理探討,2021/08/01~2024/07/31,"4,923,000元"
110,張硯評,國立清華大學教育心理與諮商學系,謝天，謝地：非人感恩情緒之心理機制,2021/08/01~2022/07/31,"1,156,000元"
110,張筱涵,國立清華大學生物資訊與結構生物研究所,人類移動與病原體演化對傳染疾病動態的影響(2/5),2021/03/01~2022/02/28,"8,500,000元"
110,張繼瑩,國立清華大學通識教育中心,清末禁煙政策與抵制禁煙的騷動研究（1906-1911）,2021/08/01~2024/07/31,"2,222,000元"
110,張禎元,國立清華大學動力機械工程學系,全關節對應擬人雙手臂機器人關鍵技術開發,2021/08/01~2023/10/31,"3,121,000元"
110,張禎元,國立清華大學動力機械工程學系,基於人類技能移轉之雙手機器人應用於去毛邊技術(1/4),2021/09/01~2022/05/31,"3,000,000元"
110,張禎元,國立清華大學動力機械工程學系,子計畫一：靈巧具感知擬人雙手智慧機器人機電整合系統開發(2/2),2021/05/01~2022/04/30,"5,391,000元"
110,張維甫,國立清華大學物理學系（所）,暗隱世界與新物理(2/3),2021/08/01~2023/07/31,"799,000元"
110,張菀真,國立清華大學幼兒教育學系,教師的口語引導與幼兒視覺空間能力對於學齡前幼兒在積木區空間概念表現的影響,2021/08/01~2022/07/31,"515,000元"
110,張俊盛,國立清華大學資訊工程學系（所）,運用知識超越資料之人工智慧研究—語意、篇章、數位人文,2021/08/01~2022/07/31,"552,000元"
110,張淑珍,國立清華大學科技管理研究所,Framingforlegitimacyintheentrepreneurialcontext:ThecaseofAlibaba,2021/08/01~2022/07/31,"480,000元"
110,張廖貴術,國立清華大學工程與系統科學系,太空環境之積體電路與記憶體元件的輻射效應與製程研究,2021/01/01~2021/12/31,"800,000元"
110,張廖貴術,國立清華大學工程與系統科學系,新穎閘環繞電晶體之設計、製作、與模型研究,2021/01/01~2024/12/31,"1,035,000元"
110,張淵智,國立清華大學電機工程學系（所）,應用於無人機之高效率無刷馬達驅動器研製,2021/08/01~2022/10/31,"483,000元"
110,張延彰,國立清華大學通識教育中心,一個疫苗接種時的離散時間隨機多菌株SEIR傳染病模型之研究,2021/08/01~2022/07/31,"391,000元"
110,張建文,國立清華大學生醫工程與環境科學系,類器官基因表達分析技術開發,2021/08/01~2022/07/31,"1,100,000元"
110,張旺山,國立清華大學哲學研究所,韋伯的某種「人的科學」的構想與發展,2021/08/01~2024/07/31,"1,176,000元"
110,彭朋瑞,國立清華大學電機工程學系（所）,應用於次世代400GbE乙太網路之4x100Gb/sPAM4光/電傳收機系統晶片(4/5),2021/02/01~2022/01/31,"4,528,000元"
110,彭明德,國立清華大學分子醫學研究所,中間型絲蛋白基因突變在亞歷山大氏症所扮演的角色,2021/08/01~2022/07/31,"1,390,000元"
110,彭之皓,國立清華大學化學系（所）,鑭系金屬串錯合物合成與其自組裝超分子應用(1/3),2021/08/01~2022/07/31,"3,700,000元"
110,彭煥勝,國立清華大學教育與學習科技學系,國立新竹教育大學：小學師資培育的蛻變史（1940-2020）,2021/08/01~2024/01/31,"1,086,000元"
110,彭心儀,國立清華大學招生策略中心,多元與包容：大學場域「創新入學管道」選才與育才的四層次評估,2021/08/01~2022/07/31,"672,000元"
110,徐瑋廷,國立清華大學物理學系（所）,開發高壓低溫顯微鏡以臨場操控與探索二維材料之層間耦合與莫瑞效應,2021/03/01~2023/10/31,"14,175,000元"
110,徐南蓉,國立清華大學統計學研究所,矩陣型態時空序列之動態因子模型的建構與推論,2021/08/01~2023/09/30,"3,836,000元"
110,徐正炘,國立清華大學資訊工程學系（所）,利用邊緣運算支援六自由度與遊戲直播之雲端延展實境遊戲平台：實作與最佳化,2021/08/01~2022/10/31,"754,000元"
110,徐百嫻,國立清華大學物理學系（所）,大強子對撞機超環面實驗第三階段運轉之物理及性能分析(2/3),2021/08/01~2023/07/31,"2,363,000元"
110,徐文光,國立清華大學材料科學工程學系（所）,電漿製備奈米碳管紙二極體,2021/08/01~2022/07/31,"985,000元"
110,徐斌睿,國立清華大學物理學系（所）,拓樸量子位元探測和操控:Majorana零模態(3/5),2021/02/01~2022/01/31,"4,784,000元"
110,徐碩鴻,國立清華大學電子工程研究所,次世代化合物半導體前瞻研發計畫之前期規劃及推動計畫,2021/09/01~2022/04/30,"900,000元"
110,徐碩鴻,國立清華大學電子工程研究所,高功率密度氮化鎵太赫茲固態訊號源研發,2021/05/01~2024/07/31,"7,801,000元"
110,戴明鳳,國立清華大學物理學系（所）,力學科學玩具開發-在轉動中發現科學新樂趣(重點代號:B03科學玩具設計製作),2021/08/01~2023/10/31,"1,988,000元"
110,戴明鳳,國立清華大學物理學系（所）,科普活動：啟蒙未來女性科學家系列推廣活動—提升女力，世界更有力—STEM女性科技人才培育計畫(主題二),2021/08/01~2022/10/31,"1,100,000元"
110,戴明鳳,國立清華大學物理學系（所）,科普活動：科學教育全民總動員—清華科學資源開發與分享平台(主題四),2021/08/01~2022/10/31,"1,380,000元"
110,戴念華,國立清華大學材料科學工程學系（所）,奈米碳材料應用於慢性阻塞性肺病之感測器開發,2021/08/01~2022/07/31,"1,450,000元"
110,方怡潔,國立清華大學人類學研究所,勞動一個未來：當代青年的「青春飛地」與新時間性下的生命永續,2021/08/01~2023/07/31,"1,657,000元"
110,方天賜,國立清華大學通識教育中心,當代印度對外關係研究：理論與實踐,2021/08/01~2024/07/31,"1,145,000元"
110,方天賜,國立清華大學通識教育中心,組建臺印學術鏈：印度研究社群培力及跨境交流(2/2),2021/10/01~2023/05/31,"1,960,000元"
110,方維倫,國立清華大學動力機械工程學系,具規模擴充性之CMOS全整合奈米孔生物分子感測器開發-子計畫一-特定應用積體電路、奈米孔與流體之整合(2/5),2021/10/01~2022/09/30,"560,000元"
110,方維倫,國立清華大學動力機械工程學系,總計畫暨子計畫一：微機電環境感測元件開發與整合應用(2/2),2021/05/01~2022/07/31,"11,769,000元"
110,曹哲之,國立清華大學動力機械工程學系,橫向主動繫泊海流發電系統機動式長列縮尺模型實驗及關鍵次系統技術開發,2021/08/01~2022/11/30,"856,000元"
110,曾鈺婷,國立清華大學運動科學系,探討發展協調障礙者體感覺與動作困難之障礙機轉與運動介入其神經可塑性之效益,2021/08/01~2022/07/31,"700,000元"
110,曾繁根,國立清華大學工程與系統科學系,微流全血處理生醫塑膠晶片應用於循環腫瘤細胞簇免疫微環境分析(1/2),2021/11/01~2023/01/31,"2,100,000元"
110,曾繁根,國立清華大學工程與系統科學系,產業高階人才培訓計畫,2021/05/01~2022/04/30,"25,200,000元"
110,曾繁根,國立清華大學工程與系統科學系,甲醇蒸氣重組系統堆疊設計與流道研發,2021/08/01~2024/07/31,"3,197,000元"
110,曾繁根,國立清華大學工程與系統科學系,透過微流體細胞自組裝晶片和自動化影像掃描系統於體外快速選擇和擴增大腸直腸癌患者循環腫瘤癌細胞以進行臨床治療有效性評估,2021/08/01~2024/07/31,"5,558,000元"
110,曾慈慧,國立清華大學環境與文化資源學系,以社群媒體及眾包資料探討都市綠地的動能生活：公園的使用型態、情緒與身體活動量,2021/08/01~2022/12/31,"585,000元"
110,曾勝滄,國立清華大學統計學研究所,鋰離子電池的逐步應力加速衰變試驗之設計及其壽命分析(2/3),2021/08/01~2023/07/31,"876,000元"
110,曾建維,國立清華大學教學發展中心,探究AI助教機器人輔助MOOC學習之學習成效：自我調整學習的觀點,2021/08/01~2022/07/31,"616,000元"
110,朱一民,國立清華大學化學工程學系（所）,溫度敏感型聚酯類水膠作為免疫抑制藥物傳遞系統之應用,2021/08/01~2022/07/31,"835,000元"
110,朱創新,國立清華大學物理學系（所）,邊界在量子場論和全息原理中的新穎角,2021/08/01~2024/10/31,"3,414,000元"
110,朱如君,國立清華大學師資培育中心,道德領導、領導部屬交換關係及教師組織公民行為關係之研究：領導部屬交換關係差異之組織效果分析,2021/08/01~2023/07/31,"472,000元"
110,朱宏國,國立清華大學資訊工程學系（所）,iSports:基於智慧影像擴增之運動影片擬真視角回放與虛擬廣告投放技術,2021/08/01~2024/07/31,"3,047,500元"
110,朱宏國,國立清華大學資訊工程學系（所）,基於自由視角回放之食物營養評估系統,2021/08/01~2024/07/31,"2,895,000元"
110,朱麗安,國立清華大學生醫工程與環境科學系,果蠅長期互動記憶神經網路解碼(2/5),2021/02/01~2022/04/30,"5,000,000元"
110,朱家齊,國立清華大學電機工程學系（所）,獨立交流微電網分佈最佳共識型之分佈式頻率與電壓控制,2021/08/01~2022/10/31,"908,000元"
110,朱家杰,國立清華大學數學系（所）,數學學門重點計畫之子計畫2:一種針對斯托克斯方程的弱伽遼金有限元方法以及冰層動力學的應用(1/2),2021/08/01~2023/07/31,"1,197,000元"
110,朱英豪,國立清華大學材料科學工程學系（所）,大面積可撓單晶之製造(2/3),2021/08/01~2022/07/31,"8,100,000元"
110,李昀儒,國立清華大學工業工程與工程管理學系（所）,透過神經人因途徑使用全域步態辨識系統進行動向模式預測(4/5),2021/02/01~2022/01/31,"5,180,000元"
110,李紀寬,國立清華大學科技法律研究所,人工智慧與智慧財產權之保護及限制實證研究(3/5),2021/11/01~2023/01/31,"990,000元"
110,李威宜,國立清華大學人文社會學院學士班,檳城植物想像,2021/08/01~2025/07/31,"3,291,000元"
110,李清福,國立清華大學分析與環境科學研究所,台灣分離酵母菌Scheffersomycesstipitis於木糖發酵過程中所涉及之氧化還原代謝反應平衡的基因多樣性研究,2021/08/01~2022/07/31,"1,390,000元"
110,李昇憲,國立清華大學奈米工程與微系統研究所,具規模擴充性之CMOS全整合奈米孔生物分子感測器開發-子計畫四-感測器前端之多通道高速讀取電路設計與開發(2/5),2021/10/01~2022/09/30,"588,000元"
110,李昇憲,國立清華大學奈米工程與微系統研究所,子計畫二：共振式懸浮微粒感測器(2/2),2021/05/01~2022/07/31,"3,600,000元"
110,李昇憲,國立清華大學奈米工程與微系統研究所,超抗震與高穩定度微型壓電振盪器之設計與開發(1/3),2021/11/01~2022/10/31,"1,700,000元"
110,李嘉甄,國立清華大學材料科學工程學系（所）,全固態鋰硫電池之硫電極與陶瓷基電解質整合製程研究,2021/08/01~2024/07/31,"4,350,000元"
110,李國賓,國立清華大學動力機械工程學系,利用整合型微流體系統進行高特異性/高專一性適體之優化篩選並應用於自動化卵巢癌之檢測,2021/08/01~2024/07/31,"4,816,000元"
110,李明昌,國立清華大學光電工程研究所,毫米波矽光子晶片載台設計及製作(4/4),2021/08/01~2022/12/31,"11,100,000元"
110,李明蒼,國立清華大學動力機械工程學系,霧化氣溶膠噴印反應流體於三維雷射低溫製程中的耦合熱質傳遞現象,2021/08/01~2022/10/31,"810,000元"
110,李明蒼,國立清華大學動力機械工程學系,高精度三維自由曲面光電半導體元件虛實複合加工技術及系統開發(1/4),2021/06/01~2022/06/30,"9,047,000元"
110,李怡俐,國立清華大學科技法律研究所,去全球化時代下的跨國遷徙與人權保障：東亞經驗的比較,2021/08/01~2023/07/31,"1,130,000元"
110,李怡俐,國立清華大學科技法律研究所,競爭或合作？人工智慧在人文社會的應用與影響探究(3/4),2021/01/01~2021/07/31,"500,000元"
110,李夢麟,國立清華大學電機工程學系（所）,基於點擴散函數重塑之創新可適性超音波成像技術,2021/08/01~2024/07/31,"4,138,000元"
110,李進得,國立清華大學原子科學技術發展中心,超臨界自然循環迴路的熱流特性探討研究,2021/08/01~2022/07/31,"907,000元"
110,李政昇,國立清華大學分子與細胞生物研究所,染色體動態變化在DNA重組與修復中所扮演的角色(2/5),2021/02/01~2022/01/31,"4,360,000元"
110,李政崑,國立清華大學資訊工程學系（所）,總計畫暨子計畫一:MLIR架構支援及編譯器最佳化,2021/08/01~2024/07/31,"3,593,000元"
110,李元萱,國立清華大學教育與學習科技學系,利用多模態多文本整合進行自主學習之知識認知訓練課程發展與實施,2021/08/01~2025/07/31,"8,444,000元"
110,李祈均,國立清華大學電機工程學系（所）,群體人工智慧之用戶特徵學習、情緒運算及行為塑型研究(4/4),2021/01/01~2021/12/31,"7,490,000元"
110,李祈均,國立清華大學電機工程學系（所）,透過強健性可泛化且具信賴的情感訊號模型來實現普適情緒辨識科技,2021/08/01~2024/07/31,"2,982,000元"
110,李卓穎,國立清華大學歷史研究所,歷史學研究人才培育計畫,2021/05/01~2021/12/31,"2,000,000元"
110,李瑞光,國立清華大學光電工程研究所,先進重力波探測器之儀器與資料分析研發(1/4),2021/08/01~2023/01/31,"10,000,000元"
110,李佳霖,國立清華大學分子與細胞生物研究所,新優質編輯：無需雙鏈斷裂或供給DNA即可進行癌症治療的基因組編輯,2021/08/01~2022/07/31,"1,150,000元"
110,李癸雲,國立清華大學台灣文學研究所,一個人的旅程──台灣女詩人當代書寫（2010-2020）之「個體化歷程」主題研究,2021/08/01~2024/07/31,"1,425,000元"
110,李安明,國立清華大學教育與學習科技學系,我國國民小學校長素養導向教學領導、教師素養導向自我效能及有效素養導向教學行為之研究,2021/08/01~2023/03/31,"697,000元"
110,李銘晃,國立清華大學動力機械工程學系,應用於物聯網通訊系統之單晶鈮酸鋰薄膜體聲波元件開發(3/3),2021/08/01~2022/07/31,"1,854,000元"
110,李定國,國立清華大學物理學系（所）,高溫超導體的pairdensitywave態(2/2),2021/08/01~2022/07/31,"1,028,000元"
110,李宜,國立清華大學經濟學系（所）,廠商研發投資與外包活動對廠商技術偏向生產效率之影響,2021/08/01~2022/07/31,"575,000元"
110,李貞慧,國立清華大學中國文學系（所）,「以議論為詩」:論宋詩之「議論」與「詩性」,2021/08/01~2025/07/31,"1,758,000元"
110,李亦淇,國立清華大學生醫工程與環境科學系,神經膠質瘤癌幹細胞球微環境調控與其於新穎性治療策略的評估：RA輔助超音波誘導分化治療結合光熱治療技術於治療神經膠質瘤之應用,2021/08/01~2024/07/31,"3,750,000元"
110,李傳楷,國立清華大學科技管理研究所,尋找台灣創業精神,2021/08/01~2023/07/31,"1,869,000元"
110,李家維,國立清華大學生命科學系（所）,全球植物種源保育計畫(1/2),2021/05/01~2022/07/31,"4,000,000元"
110,李俊璋,國立清華大學計算與建模科學研究所,穩態Keller-Segel方程的非局部攝動分析,2021/08/01~2024/02/29,"1,456,000元"
110,李翎帆,國立清華大學經濟學系（所）,十七世紀英國公債的內線交易,2021/08/01~2023/07/31,"1,491,000元"
110,李金龍,國立清華大學計算與建模科學研究所,具有電極化效應的雙電層差動電容之數學建模,2021/08/01~2022/07/31,"547,000元"
110,李毓中,國立清華大學歷史研究所,巴色差會經禔福牧師及其《客話讀本》系列文本研究,2021/08/01~2023/12/31,"1,864,000元"
110,李志浩,國立清華大學工程與系統科學系,加馬射線照射對於有機半導體與氧化鋅奈米材料之物理特性變化之研究,2021/08/01~2023/05/31,"1,790,000元"
110,李姝慧,國立清華大學通識教育中心,情緒對於注意力及社交功能的影響:新冠狀病毒流行期間之功能性磁振造影研究,2021/08/01~2023/01/31,"1,020,000元"
110,李雨青,國立清華大學工業工程與工程管理學系（所）,競爭條件下的多階段資料驅動最佳化-具有多種具體應用的建模和機制設計,2021/08/01~2024/10/31,"3,775,100元"
110,李濬屹,國立清華大學資訊工程學系（所）,深度學習技術於智慧型機器人系統之有效訓練演算法與最佳化技術(3/4),2021/02/01~2022/01/31,"5,223,000元"
110,李哲榮,國立清華大學資訊工程學系（所）,電腦輔助室內設計:單張影像3D物件生成技術,2021/06/01~2022/05/31,"1,600,000元"
110,杜正恭,國立清華大學材料科學工程學系（所）,調變鎳銅與鋅對於高功率三維封裝之微銲點與暫態液相接合可靠度之強化,2021/08/01~2023/07/31,"3,200,000元"
110,林昀嫺,國立清華大學科技法律研究所,生育自主或剝削物化？美國代孕法制演變對我國之啟示,2021/08/01~2022/12/31,"780,000元"
110,林崇榮,國立清華大學電子工程研究所,三維電子微感測元件陣列的研究與開發,2021/08/01~2022/10/31,"683,000元"
110,林嘉文,國立清華大學電機工程學系（所）,低標註資源應用之深度學習技術開發(3/4),2021/01/01~2021/12/31,"6,830,000元"
110,林明緯,國立清華大學核子工程與科學研究所,開發高重複率雷射尾流場電子加速器與發展高穩度數十MeV飛秒電子源之研究(2/3),2021/08/01~2022/07/31,"2,172,000元"
110,林世昌,國立清華大學經濟學系（所）,院學士班的學習成效以及建立跨領域學習指標:兩個跨領域學習的實證研究,2021/08/01~2022/12/31,"776,000元"
110,林瀚仚,國立清華大學資訊工程學系（所）,量子演算法之複雜性研究,2021/02/01~2024/01/31,"3,115,000元"
